"date","product_id","product_name","category","product_type","sales_forecast","demand","actual_sales","lost_sales","promo_flag","discount","base_price","selling_price","opening_stock","inbound_qty","consumption","wastage","closing_stock","stockout_flag","pr_flag","pr_qty","po_flag","supplier_id","planned_lead_time","actual_lead_time","received_qty","delay_flag","shelf_life_days"
"12/12/2024","SKU_004","Yogurt","Chilled","Perishable","367","353","353","0","0","0","235.891041337548","235.891041337548","1440","0","353","56","1031","0","0","0","0","SUP_2","0","0","0","0","7"
"12/13/2024","SKU_004","Yogurt","Chilled","Perishable","771","788","788","0","0","0","235.96885257442","235.96885257442","1031","0","788","41","202","0","0","0","0","SUP_1","0","0","0","0","7"
"12/14/2024","SKU_004","Yogurt","Chilled","Perishable","762","755","202","553","0","0","156.497630270766","156.497630270766","202","949","202","7","942","1","1","1005","1","SUP_3","2","2","949","0","7"
"12/15/2024","SKU_004","Yogurt","Chilled","Perishable","1021","1092","942","150","0","0","161.425113456424","161.425113456424","942","0","942","27","0","1","0","0","0","SUP_1","0","0","0","0","7"
"12/16/2024","SKU_004","Yogurt","Chilled","Perishable","693","631","0","631","0","0","209.334627172283","209.334627172283","0","763","0","0","763","1","1","866","1","SUP_3","3","3","763","0","7"
"12/17/2024","SKU_004","Yogurt","Chilled","Perishable","533","446","446","0","1","0.2289531079263158","211.270992584598","162.899842217677","763","1240","446","12","1545","0","1","1331","1","SUP_3","5","5","1240","0","7"
"12/18/2024","SKU_004","Yogurt","Chilled","Perishable","927","777","777","0","0","0","142.837853843609","142.837853843609","1545","0","777","56","712","0","0","0","0","SUP_2","0","0","0","0","7"
"12/19/2024","SKU_004","Yogurt","Chilled","Perishable","636","632","632","0","0","0","250.499548398217","250.499548398217","712","870","632","19","931","0","1","880","1","SUP_1","5","5","870","0","7"
"12/20/2024","SKU_004","Yogurt","Chilled","Perishable","659","550","550","0","0","0","157.748147914793","157.748147914793","931","0","550","35","346","0","0","0","0","SUP_2","0","0","0","0","7"
"12/21/2024","SKU_004","Yogurt","Chilled","Perishable","581","533","346","187","0","0","120.057444217234","120.057444217234","346","846","346","12","834","1","1","1009","1","SUP_3","3","3","846","0","7"
"12/22/2024","SKU_004","Yogurt","Chilled","Perishable","1330","1192","834","358","0","0","177.030449515709","177.030449515709","834","0","834","36","0","1","0","0","0","SUP_3","0","0","0","0","7"
"12/23/2024","SKU_004","Yogurt","Chilled","Perishable","555","536","0","536","0","0","182.729027782332","182.729027782332","0","754","0","0","754","1","1","891","1","SUP_1","4","5","754","1","7"
"12/24/2024","SKU_004","Yogurt","Chilled","Perishable","1041","1077","754","323","1","0.2928325913400342","171.437671961944","121.235134228025","754","1022","754","30","992","1","1","1160","1","SUP_3","4","4","1022","0","7"
"12/25/2024","SKU_004","Yogurt","Chilled","Perishable","672","654","654","0","1","0.1455411385451392","173.406587209401","148.168795075718","992","0","654","48","290","0","0","0","0","SUP_2","0","0","0","0","7"
"12/26/2024","SKU_004","Yogurt","Chilled","Perishable","545","526","290","236","0","0","231.728321814079","231.728321814079","290","1298","290","3","1295","1","1","1473","1","SUP_2","2","2","1298","0","7"
"12/27/2024","SKU_004","Yogurt","Chilled","Perishable","332","286","286","0","0","0","257.444742694621","257.444742694621","1295","0","286","35","974","0","0","0","0","SUP_1","0","0","0","0","7"
"12/28/2024","SKU_004","Yogurt","Chilled","Perishable","585","687","687","0","1","0.173689321888621","184.544793482001","152.491333444037","974","0","687","28","259","0","0","0","0","SUP_3","0","0","0","0","7"
"12/29/2024","SKU_004","Yogurt","Chilled","Perishable","446","494","259","235","1","0.2972974222176601","240.227499190961","168.808482935694","259","1093","259","10","1083","1","1","1333","1","SUP_1","4","4","1093","0","7"
"12/30/2024","SKU_004","Yogurt","Chilled","Perishable","558","647","647","0","0","0","174.719235288551","174.719235288551","1083","0","647","36","400","0","0","0","0","SUP_2","0","0","0","0","7"
"12/31/2024","SKU_004","Yogurt","Chilled","Perishable","687","589","400","189","1","0.2680992193925099","132.743560949054","97.1551158792307","400","1131","400","19","1112","1","1","1284","1","SUP_3","5","5","1131","0","7"
"1/1/2025","SKU_004","Yogurt","Chilled","Perishable","1441","1440","1112","328","0","0","237.279814674397","237.279814674397","1112","0","1112","18","0","1","0","0","0","SUP_3","0","0","0","0","7"
"1/2/2025","SKU_004","Yogurt","Chilled","Perishable","349","389","0","389","0","0","246.755623969088","246.755623969088","0","950","0","0","950","1","1","1038","1","SUP_2","5","5","950","0","7"
"1/3/2025","SKU_004","Yogurt","Chilled","Perishable","1062","909","909","0","0","0","122.383139385176","122.383139385176","950","0","909","39","2","0","0","0","0","SUP_3","0","0","0","0","7"
"1/4/2025","SKU_004","Yogurt","Chilled","Perishable","866","1036","2","1034","0","0","224.694482334435","224.694482334435","2","1098","2","0","1098","1","1","1372","1","SUP_2","4","4","1098","0","7"
"1/5/2025","SKU_004","Yogurt","Chilled","Perishable","686","644","644","0","0","0","158.013712461354","158.013712461354","1098","0","644","38","416","0","0","0","0","SUP_2","0","0","0","0","7"
"1/6/2025","SKU_004","Yogurt","Chilled","Perishable","245","248","248","0","0","0","142.769640092093","142.769640092093","416","704","248","16","856","0","1","880","1","SUP_1","5","5","704","0","7"
"1/7/2025","SKU_004","Yogurt","Chilled","Perishable","1046","913","856","57","0","0","166.700695243481","166.700695243481","856","0","856","27","0","1","0","0","0","SUP_1","0","0","0","0","7"
"1/8/2025","SKU_004","Yogurt","Chilled","Perishable","152","160","0","160","1","0.2115265232809607","230.7911006072","181.972661491573","0","968","0","0","968","1","1","1126","1","SUP_3","4","4","968","0","7"
"1/9/2025","SKU_004","Yogurt","Chilled","Perishable","1107","1033","968","65","1","0.2407999225114366","129.574433726837","98.3729201259512","968","0","968","19","0","1","0","0","0","SUP_1","0","0","0","0","7"
"1/10/2025","SKU_004","Yogurt","Chilled","Perishable","785","707","0","707","0","0","163.229802913888","163.229802913888","0","1147","0","0","1147","1","1","1255","1","SUP_1","3","3","1147","0","7"
"1/11/2025","SKU_004","Yogurt","Chilled","Perishable","237","219","219","0","0","0","184.774750671795","184.774750671795","1147","0","219","19","909","0","0","0","0","SUP_1","0","0","0","0","7"
"1/12/2025","SKU_004","Yogurt","Chilled","Perishable","720","742","742","0","0","0","216.503615058411","216.503615058411","909","0","742","41","126","0","0","0","0","SUP_3","0","0","0","0","7"
"1/13/2025","SKU_004","Yogurt","Chilled","Perishable","932","885","126","759","0","0","129.945295847098","129.945295847098","126","1225","126","3","1222","1","1","1434","1","SUP_1","6","6","1225","0","7"
"1/14/2025","SKU_004","Yogurt","Chilled","Perishable","538","471","471","0","0","0","164.726576425613","164.726576425613","1222","0","471","28","723","0","0","0","0","SUP_3","0","0","0","0","7"
"1/15/2025","SKU_004","Yogurt","Chilled","Perishable","377","434","434","0","0","0","173.450009236531","173.450009236531","723","846","434","31","1104","0","1","879","1","SUP_1","5","5","846","0","7"
"1/16/2025","SKU_004","Yogurt","Chilled","Perishable","370","368","368","0","0","0","151.899896296455","151.899896296455","1104","0","368","21","715","0","0","0","0","SUP_2","0","0","0","0","7"
"1/17/2025","SKU_004","Yogurt","Chilled","Perishable","429","383","383","0","0","0","139.634394942709","139.634394942709","715","1055","383","9","1378","0","1","1191","1","SUP_1","2","2","1055","0","7"
"1/18/2025","SKU_004","Yogurt","Chilled","Perishable","743","752","752","0","0","0","214.577581650483","214.577581650483","1378","0","752","23","603","0","0","0","0","SUP_2","0","0","0","0","7"
"1/19/2025","SKU_004","Yogurt","Chilled","Perishable","446","537","537","0","0","0","129.931197083282","129.931197083282","603","1104","537","16","1154","0","1","1172","1","SUP_1","4","4","1104","0","7"
"1/20/2025","SKU_004","Yogurt","Chilled","Perishable","168","167","167","0","1","0.2937800156353627","211.812837482384","149.586458775039","1154","0","167","36","951","0","0","0","0","SUP_2","0","0","0","0","7"
"1/21/2025","SKU_004","Yogurt","Chilled","Perishable","715","774","774","0","0","0","156.674578894139","156.674578894139","951","0","774","9","168","0","0","0","0","SUP_3","0","0","0","0","7"
"1/22/2025","SKU_004","Yogurt","Chilled","Perishable","1172","1124","168","956","1","0.1883438229042831","189.337670920927","153.677090159887","168","946","168","2","944","1","1","1023","1","SUP_3","2","2","946","0","7"
"1/23/2025","SKU_004","Yogurt","Chilled","Perishable","936","900","900","0","0","0","139.79650552801","139.79650552801","944","0","900","33","11","0","0","0","0","SUP_1","0","0","0","0","7"
"1/24/2025","SKU_004","Yogurt","Chilled","Perishable","272","261","11","250","0","0","150.036135535748","150.036135535748","11","1169","11","0","1169","1","1","1336","1","SUP_1","4","4","1169","0","7"
"1/25/2025","SKU_004","Yogurt","Chilled","Perishable","1072","1182","1169","13","0","0","156.436236343751","156.436236343751","1169","0","1169","15","0","1","0","0","0","SUP_1","0","0","0","0","7"
"1/26/2025","SKU_004","Yogurt","Chilled","Perishable","909","916","0","916","0","0","208.532309062459","208.532309062459","0","1434","0","0","1434","1","1","1460","1","SUP_3","2","2","1434","0","7"
"1/27/2025","SKU_004","Yogurt","Chilled","Perishable","363","429","429","0","0","0","156.021179267095","156.021179267095","1434","0","429","20","985","0","0","0","0","SUP_3","0","0","0","0","7"
"1/28/2025","SKU_004","Yogurt","Chilled","Perishable","836","803","803","0","1","0.1650234283769412","222.553324620253","185.826811994733","985","0","803","22","160","0","0","0","0","SUP_1","0","0","0","0","7"
"1/29/2025","SKU_004","Yogurt","Chilled","Perishable","745","682","160","522","1","0.3364528416395322","250.454697555856","166.188502861219","160","1163","160","7","1156","1","1","1167","1","SUP_3","6","6","1163","0","7"
"1/30/2025","SKU_004","Yogurt","Chilled","Perishable","492","468","468","0","1","0.1353305598595507","151.409876028536","130.919492737329","1156","0","468","49","639","0","0","0","0","SUP_1","0","0","0","0","7"
"1/31/2025","SKU_004","Yogurt","Chilled","Perishable","716","603","603","0","1","0.1852756659304596","141.039139048105","114.908018638708","639","729","603","17","748","0","1","822","1","SUP_3","2","2","729","0","7"
"2/1/2025","SKU_004","Yogurt","Chilled","Perishable","287","295","295","0","1","0.1178777682619257","136.494025003878","120.404413955333","748","955","295","8","1400","0","1","1033","1","SUP_2","3","3","955","0","7"
"2/2/2025","SKU_004","Yogurt","Chilled","Perishable","392","403","403","0","0","0","177.706440625292","177.706440625292","1400","0","403","38","959","0","0","0","0","SUP_1","0","0","0","0","7"
"2/3/2025","SKU_004","Yogurt","Chilled","Perishable","546","604","604","0","0","0","213.417823084674","213.417823084674","959","0","604","24","331","0","0","0","0","SUP_3","0","0","0","0","7"
"2/4/2025","SKU_004","Yogurt","Chilled","Perishable","595","742","331","411","1","0.3139833710884946","205.610552045151","141.052257782648","331","1039","331","6","1033","1","1","1189","1","SUP_1","3","3","1039","0","7"
"2/5/2025","SKU_004","Yogurt","Chilled","Perishable","363","422","422","0","0","0","199.569223303643","199.569223303643","1033","0","422","18","593","0","0","0","0","SUP_1","0","0","0","0","7"
"2/6/2025","SKU_004","Yogurt","Chilled","Perishable","589","655","593","62","0","0","147.200876548647","147.200876548647","593","1030","593","26","1004","1","1","1178","1","SUP_2","3","3","1030","0","7"
"2/7/2025","SKU_004","Yogurt","Chilled","Perishable","676","663","663","0","1","0.2838765880380858","152.10129837488","108.923300756056","1004","0","663","21","320","0","0","0","0","SUP_3","0","0","0","0","7"
"2/8/2025","SKU_004","Yogurt","Chilled","Perishable","625","696","320","376","0","0","214.53744466129","214.53744466129","320","1160","320","12","1148","1","1","1328","1","SUP_3","3","3","1160","0","7"
"2/9/2025","SKU_004","Yogurt","Chilled","Perishable","937","789","789","0","0","0","142.497529419525","142.497529419525","1148","0","789","32","327","0","0","0","0","SUP_3","0","0","0","0","7"
"2/10/2025","SKU_004","Yogurt","Chilled","Perishable","267","316","316","0","1","0.2651782327620509","198.262847501281","145.687855978519","327","1309","316","8","1312","0","1","1411","1","SUP_2","6","6","1309","0","7"
"2/11/2025","SKU_004","Yogurt","Chilled","Perishable","782","682","682","0","0","0","146.153241897946","146.153241897946","1312","0","682","15","615","0","0","0","0","SUP_2","0","0","0","0","7"
"2/12/2025","SKU_004","Yogurt","Chilled","Perishable","589","501","501","0","0","0","233.484925754065","233.484925754065","615","1092","501","19","1187","0","1","1289","1","SUP_1","6","6","1092","0","7"
"2/13/2025","SKU_004","Yogurt","Chilled","Perishable","1014","1102","1102","0","0","0","234.209424009956","234.209424009956","1187","0","1102","29","56","0","0","0","0","SUP_1","0","0","0","0","7"
"2/14/2025","SKU_004","Yogurt","Chilled","Perishable","855","744","56","688","0","0","135.888297593396","135.888297593396","56","988","56","2","986","1","1","1098","1","SUP_2","4","4","988","0","7"
"2/15/2025","SKU_004","Yogurt","Chilled","Perishable","952","939","939","0","1","0.2106565549853307","233.051222687501","183.957454981033","986","0","939","24","23","0","0","0","0","SUP_2","0","0","0","0","7"
"2/16/2025","SKU_004","Yogurt","Chilled","Perishable","848","720","23","697","0","0","164.082276437419","164.082276437419","23","1201","23","1","1200","1","1","1413","1","SUP_1","3","3","1201","0","7"
"2/17/2025","SKU_004","Yogurt","Chilled","Perishable","478","417","417","0","1","0.2458680916975367","178.605699780537","134.692257209193","1200","0","417","18","765","0","0","0","0","SUP_1","0","0","0","0","7"
"2/18/2025","SKU_004","Yogurt","Chilled","Perishable","219","183","183","0","0","0","199.124036193898","199.124036193898","765","1216","183","36","1762","0","1","1365","1","SUP_2","5","5","1216","0","7"
"2/19/2025","SKU_004","Yogurt","Chilled","Perishable","528","553","553","0","0","0","238.109899419009","238.109899419009","1762","0","553","43","1166","0","0","0","0","SUP_1","0","0","0","0","7"
"2/20/2025","SKU_004","Yogurt","Chilled","Perishable","838","718","718","0","0","0","186.543704746093","186.543704746093","1166","0","718","34","414","0","0","0","0","SUP_3","0","0","0","0","7"
"2/21/2025","SKU_004","Yogurt","Chilled","Perishable","431","444","414","30","1","0.1096041959235933","254.58962263277","226.685531753614","414","1048","414","15","1033","1","1","1129","1","SUP_2","5","5","1048","0","7"
"2/22/2025","SKU_004","Yogurt","Chilled","Perishable","400","335","335","0","0","0","169.995323517947","169.995323517947","1033","0","335","43","655","0","0","0","0","SUP_3","0","0","0","0","7"
"2/23/2025","SKU_004","Yogurt","Chilled","Perishable","320","313","313","0","0","0","141.79128152007","141.79128152007","655","744","313","22","1064","0","1","832","1","SUP_1","4","4","744","0","7"
"2/24/2025","SKU_004","Yogurt","Chilled","Perishable","559","647","647","0","0","0","207.556749981947","207.556749981947","1064","0","647","28","389","0","0","0","0","SUP_1","0","0","0","0","7"
"2/25/2025","SKU_004","Yogurt","Chilled","Perishable","936","870","389","481","0","0","240.086918409144","240.086918409144","389","925","389","5","920","1","1","1135","1","SUP_2","2","2","925","0","7"
"2/26/2025","SKU_004","Yogurt","Chilled","Perishable","215","224","224","0","0","0","157.838130618595","157.838130618595","920","0","224","22","674","0","0","0","0","SUP_1","0","0","0","0","7"
"2/27/2025","SKU_004","Yogurt","Chilled","Perishable","851","766","674","92","0","0","162.849375734907","162.849375734907","674","901","674","14","887","1","1","987","1","SUP_2","4","5","901","1","7"
"2/28/2025","SKU_004","Yogurt","Chilled","Perishable","640","568","568","0","0","0","177.644548535687","177.644548535687","887","0","568","25","294","0","0","0","0","SUP_3","0","0","0","0","7"
"3/1/2025","SKU_004","Yogurt","Chilled","Perishable","605","723","294","429","1","0.337937813794459","135.742437676118","89.8699350487201","294","875","294","14","861","1","1","1073","1","SUP_3","4","6","875","1","7"
"3/2/2025","SKU_004","Yogurt","Chilled","Perishable","842","920","861","59","0","0","247.301824218104","247.301824218104","861","0","861","39","0","1","0","0","0","SUP_2","0","0","0","0","7"
"3/3/2025","SKU_004","Yogurt","Chilled","Perishable","459","472","0","472","0","0","211.504442278996","211.504442278996","0","1232","0","0","1232","1","1","1284","1","SUP_2","3","3","1232","0","7"
"3/4/2025","SKU_004","Yogurt","Chilled","Perishable","491","507","507","0","0","0","188.659155568474","188.659155568474","1232","0","507","37","688","0","0","0","0","SUP_2","0","0","0","0","7"
"3/5/2025","SKU_004","Yogurt","Chilled","Perishable","1047","972","688","284","0","0","252.351084807358","252.351084807358","688","1344","688","14","1330","1","1","1493","1","SUP_2","5","5","1344","0","7"
"3/6/2025","SKU_004","Yogurt","Chilled","Perishable","524","547","547","0","0","0","149.697462152303","149.697462152303","1330","0","547","65","718","0","0","0","0","SUP_1","0","0","0","0","7"
"3/7/2025","SKU_004","Yogurt","Chilled","Perishable","1078","1200","718","482","1","0.239219199985638","205.518147263398","156.354260492518","718","1362","718","28","1334","1","1","1402","1","SUP_3","3","3","1362","0","7"
"3/8/2025","SKU_004","Yogurt","Chilled","Perishable","888","746","746","0","1","0.3112753947452563","234.77516229176","161.695430973011","1334","0","746","28","560","0","0","0","0","SUP_1","0","0","0","0","7"
"3/9/2025","SKU_004","Yogurt","Chilled","Perishable","675","593","560","33","0","0","123.789592475092","123.789592475092","560","1224","560","25","1199","1","1","1343","1","SUP_2","5","5","1224","0","7"
"3/10/2025","SKU_004","Yogurt","Chilled","Perishable","1147","1223","1199","24","0","0","230.748436466581","230.748436466581","1199","0","1199","51","0","1","0","0","0","SUP_1","0","0","0","0","7"
"3/11/2025","SKU_004","Yogurt","Chilled","Perishable","305","371","0","371","0","0","176.967404887263","176.967404887263","0","915","0","0","915","1","1","995","1","SUP_2","2","2","915","0","7"
"3/12/2025","SKU_004","Yogurt","Chilled","Perishable","479","592","592","0","0","0","214.903621579427","214.903621579427","915","0","592","42","281","0","0","0","0","SUP_1","0","0","0","0","7"
"3/13/2025","SKU_004","Yogurt","Chilled","Perishable","284","295","281","14","1","0.1212320963256406","241.421934859193","212.153847597221","281","1182","281","11","1171","1","1","1184","1","SUP_3","3","3","1182","0","7"
"3/14/2025","SKU_004","Yogurt","Chilled","Perishable","442","518","518","0","0","0","191.47785382939","191.47785382939","1171","0","518","28","625","0","0","0","0","SUP_1","0","0","0","0","7"
"3/15/2025","SKU_004","Yogurt","Chilled","Perishable","509","474","474","0","0","0","212.392578812974","212.392578812974","625","1436","474","14","1573","0","1","1472","1","SUP_1","3","5","1436","1","7"
"3/16/2025","SKU_004","Yogurt","Chilled","Perishable","922","792","792","0","1","0.1554434644138832","244.097217040717","206.15389997012","1573","0","792","60","721","0","0","0","0","SUP_1","0","0","0","0","7"
"3/17/2025","SKU_004","Yogurt","Chilled","Perishable","806","748","721","27","1","0.2988414312904432","177.375992135614","124.368696769245","721","762","721","13","749","1","1","802","1","SUP_1","6","6","762","0","7"
"3/18/2025","SKU_004","Yogurt","Chilled","Perishable","1033","1101","749","352","1","0.2807316595181713","233.920769674894","168.251803808293","749","1178","749","27","1151","1","1","1334","1","SUP_2","2","2","1178","0","7"
"3/19/2025","SKU_004","Yogurt","Chilled","Perishable","320","386","386","0","1","0.1740211267254466","207.326247807184","171.247100564019","1151","0","386","43","722","0","0","0","0","SUP_3","0","0","0","0","7"
"3/20/2025","SKU_004","Yogurt","Chilled","Perishable","651","751","722","29","1","0.1823869195363558","186.884994561522","152.799616095877","722","948","722","26","922","1","1","1016","1","SUP_1","2","2","948","0","7"
"3/21/2025","SKU_004","Yogurt","Chilled","Perishable","281","317","317","0","0","0","151.018612436636","151.018612436636","922","0","317","33","572","0","0","0","0","SUP_1","0","0","0","0","7"
"3/22/2025","SKU_004","Yogurt","Chilled","Perishable","874","747","572","175","1","0.1817618022571742","249.103937599026","203.826356951668","572","874","572","20","854","1","1","904","1","SUP_1","2","2","874","0","7"
"3/23/2025","SKU_004","Yogurt","Chilled","Perishable","976","1022","854","168","1","0.2638982576322046","135.404147380364","99.6712288105114","854","0","854","42","0","1","0","0","0","SUP_1","0","0","0","0","7"
"3/24/2025","SKU_004","Yogurt","Chilled","Perishable","593","619","0","619","1","0.1633143173655684","154.605966635864","129.356598734084","0","1064","0","0","1064","1","1","1148","1","SUP_2","5","5","1064","0","7"
"3/25/2025","SKU_004","Yogurt","Chilled","Perishable","670","646","646","0","0","0","212.573839553371","212.573839553371","1064","0","646","27","391","0","0","0","0","SUP_3","0","0","0","0","7"
"3/26/2025","SKU_004","Yogurt","Chilled","Perishable","628","778","391","387","0","0","244.125528043802","244.125528043802","391","1120","391","4","1116","1","1","1182","1","SUP_3","3","3","1120","0","7"
"3/27/2025","SKU_004","Yogurt","Chilled","Perishable","811","967","967","0","1","0.2438226986853534","152.158922115776","115.059123096453","1116","0","967","26","123","0","0","0","0","SUP_3","0","0","0","0","7"
"3/28/2025","SKU_004","Yogurt","Chilled","Perishable","890","743","123","620","1","0.1065911590884504","227.501475703231","203.251829713691","123","1141","123","1","1140","1","1","1144","1","SUP_1","3","3","1141","0","7"
"3/29/2025","SKU_004","Yogurt","Chilled","Perishable","1099","1336","1140","196","1","0.1980790056158812","158.577257873837","127.166432320894","1140","0","1140","43","0","1","0","0","0","SUP_2","0","0","0","0","7"
"3/30/2025","SKU_004","Yogurt","Chilled","Perishable","362","426","0","426","0","0","138.062998667951","138.062998667951","0","777","0","0","777","1","1","909","1","SUP_3","5","5","777","0","7"
"3/31/2025","SKU_004","Yogurt","Chilled","Perishable","783","725","725","0","0","0","188.678312474011","188.678312474011","777","774","725","23","803","0","1","811","1","SUP_1","3","3","774","0","7"
"4/1/2025","SKU_004","Yogurt","Chilled","Perishable","507","545","545","0","1","0.1439581675212312","141.031349653064","120.728734993963","803","0","545","20","238","0","0","0","0","SUP_2","0","0","0","0","7"
"4/2/2025","SKU_004","Yogurt","Chilled","Perishable","491","563","238","325","0","0","157.925331300619","157.925331300619","238","1089","238","5","1084","1","1","1360","1","SUP_2","2","2","1089","0","7"
"4/3/2025","SKU_004","Yogurt","Chilled","Perishable","488","500","500","0","1","0.1888526659332708","257.245008950432","208.663603212115","1084","0","500","17","567","0","0","0","0","SUP_2","0","0","0","0","7"
"4/4/2025","SKU_004","Yogurt","Chilled","Perishable","457","417","417","0","1","0.339054239615132","230.30577869359","152.219628019664","567","756","417","25","881","0","1","800","1","SUP_1","3","3","756","0","7"
"4/5/2025","SKU_004","Yogurt","Chilled","Perishable","508","624","624","0","0","0","149.840298348749","149.840298348749","881","0","624","12","245","0","0","0","0","SUP_3","0","0","0","0","7"
"4/6/2025","SKU_004","Yogurt","Chilled","Perishable","955","869","245","624","0","0","200.244779274169","200.244779274169","245","1292","245","4","1288","1","1","1340","1","SUP_2","3","3","1292","0","7"
"4/7/2025","SKU_004","Yogurt","Chilled","Perishable","626","617","617","0","0","0","190.378683454143","190.378683454143","1288","0","617","36","635","0","0","0","0","SUP_3","0","0","0","0","7"
"4/8/2025","SKU_004","Yogurt","Chilled","Perishable","943","1042","635","407","0","0","154.310620609026","154.310620609026","635","912","635","25","887","1","1","942","1","SUP_3","3","3","912","0","7"
"4/9/2025","SKU_004","Yogurt","Chilled","Perishable","975","965","887","78","0","0","156.58387482096","156.58387482096","887","0","887","11","0","1","0","0","0","SUP_3","0","0","0","0","7"
"4/10/2025","SKU_004","Yogurt","Chilled","Perishable","432","466","0","466","0","0","195.640138612475","195.640138612475","0","1031","0","0","1031","1","1","1153","1","SUP_1","6","8","1031","1","7"
"4/11/2025","SKU_004","Yogurt","Chilled","Perishable","549","567","567","0","0","0","219.811738395349","219.811738395349","1031","0","567","28","436","0","0","0","0","SUP_2","0","0","0","0","7"
"4/12/2025","SKU_004","Yogurt","Chilled","Perishable","1121","1139","436","703","1","0.1144538000473816","233.751696733933","206.997926775212","436","1356","436","13","1343","1","1","1458","1","SUP_3","3","3","1356","0","7"
"4/13/2025","SKU_004","Yogurt","Chilled","Perishable","860","921","921","0","0","0","215.03395566619","215.03395566619","1343","0","921","63","359","0","0","0","0","SUP_3","0","0","0","0","7"
"4/14/2025","SKU_004","Yogurt","Chilled","Perishable","296","331","331","0","0","0","259.043907677674","259.043907677674","359","1234","331","17","1245","0","1","1268","1","SUP_1","5","5","1234","0","7"
"4/15/2025","SKU_004","Yogurt","Chilled","Perishable","482","507","507","0","0","0","195.93511103501","195.93511103501","1245","0","507","30","708","0","0","0","0","SUP_2","0","0","0","0","7"
"4/16/2025","SKU_004","Yogurt","Chilled","Perishable","1157","1023","708","315","0","0","240.10306603163","240.10306603163","708","1101","708","33","1068","1","1","1245","1","SUP_3","6","6","1101","0","7"
"4/17/2025","SKU_004","Yogurt","Chilled","Perishable","1368","1585","1068","517","1","0.1353419511276603","228.081697764422","197.212675772476","1068","0","1068","12","0","1","0","0","0","SUP_3","0","0","0","0","7"
"4/18/2025","SKU_004","Yogurt","Chilled","Perishable","454","412","0","412","0","0","155.816018636586","155.816018636586","0","1180","0","0","1180","1","1","1376","1","SUP_2","4","5","1180","1","7"
"4/19/2025","SKU_004","Yogurt","Chilled","Perishable","759","776","776","0","0","0","222.59789141709","222.59789141709","1180","0","776","55","349","0","0","0","0","SUP_1","0","0","0","0","7"
"4/20/2025","SKU_004","Yogurt","Chilled","Perishable","1279","1192","349","843","0","0","206.599778351825","206.599778351825","349","830","349","6","824","1","1","920","1","SUP_2","6","6","830","0","7"
"4/21/2025","SKU_004","Yogurt","Chilled","Perishable","1107","1151","824","327","0","0","253.251488211987","253.251488211987","824","0","824","24","0","1","0","0","0","SUP_3","0","0","0","0","7"
"4/22/2025","SKU_004","Yogurt","Chilled","Perishable","912","914","0","914","0","0","187.343471394884","187.343471394884","0","1054","0","0","1054","1","1","1109","1","SUP_1","5","7","1054","1","7"
"4/23/2025","SKU_004","Yogurt","Chilled","Perishable","247","290","290","0","0","0","235.414247878984","235.414247878984","1054","0","290","51","713","0","0","0","0","SUP_2","0","0","0","0","7"
"4/24/2025","SKU_004","Yogurt","Chilled","Perishable","1082","989","713","276","1","0.1183675730510522","212.274912939423","187.14844667516","713","1097","713","23","1074","1","1","1270","1","SUP_3","5","5","1097","0","7"
"4/25/2025","SKU_004","Yogurt","Chilled","Perishable","401","336","336","0","1","0.1654186565257876","244.467898373682","204.028347061025","1074","0","336","21","717","0","0","0","0","SUP_3","0","0","0","0","7"
"4/26/2025","SKU_004","Yogurt","Chilled","Perishable","1344","1372","717","655","0","0","134.430309131214","134.430309131214","717","1172","717","11","1161","1","1","1322","1","SUP_3","5","5","1172","0","7"
"4/27/2025","SKU_004","Yogurt","Chilled","Perishable","510","473","473","0","0","0","191.555667817819","191.555667817819","1161","0","473","52","636","0","0","0","0","SUP_1","0","0","0","0","7"
"4/28/2025","SKU_004","Yogurt","Chilled","Perishable","955","1022","636","386","0","0","234.956973379595","234.956973379595","636","1159","636","6","1153","1","1","1288","1","SUP_2","5","5","1159","0","7"
"4/29/2025","SKU_004","Yogurt","Chilled","Perishable","892","785","785","0","0","0","127.090412719829","127.090412719829","1153","0","785","41","327","0","0","0","0","SUP_2","0","0","0","0","7"
"4/30/2025","SKU_004","Yogurt","Chilled","Perishable","984","1029","327","702","0","0","122.689260229398","122.689260229398","327","820","327","6","814","1","1","853","1","SUP_2","4","4","820","0","7"
"5/1/2025","SKU_004","Yogurt","Chilled","Perishable","832","772","772","0","0","0","195.853724044672","195.853724044672","814","0","772","39","3","0","0","0","0","SUP_2","0","0","0","0","7"
"5/2/2025","SKU_004","Yogurt","Chilled","Perishable","222","277","3","274","0","0","231.922634768416","231.922634768416","3","1351","3","0","1351","1","1","1488","1","SUP_2","6","6","1351","0","7"
"5/3/2025","SKU_004","Yogurt","Chilled","Perishable","607","680","680","0","0","0","139.267919939268","139.267919939268","1351","0","680","52","619","0","0","0","0","SUP_1","0","0","0","0","7"
"5/4/2025","SKU_004","Yogurt","Chilled","Perishable","617","660","619","41","1","0.1676309067259781","224.283520151994","186.686670305221","619","1051","619","9","1042","1","1","1278","1","SUP_1","3","3","1051","0","7"
"5/5/2025","SKU_004","Yogurt","Chilled","Perishable","443","518","518","0","0","0","191.833468039686","191.833468039686","1042","0","518","20","504","0","0","0","0","SUP_2","0","0","0","0","7"
